Species_Abv,Common Species Name,Species ,ACQ #,Source,Date Admitted,Date Released,Details of rescue,Disposition,Diagnosis,Survive 
EASO,,,2103-02-112,MARCINAK,5/2/2002,6/27/2002,ORPHANED/FFN,RELEASED,UNINJURED,
EASO,,,2104-02-113,MARCINAK,5/2/2002,6/27/2002,ORPHANED/FFN,RELEASED,UNINJURED,
TUVU,,,2105-02-114,CORLLIS,5/2/2002,6/15/2002,S HBC,RELEASED,TRAUMA - HEAD-INTERNAL,
OSPR,,,2106-02-115,SCNDR,5/2/2002,5/8/2002,S ENTANGLED,EUTHANIZED,"FX - RADIUS, R/TRAUMA - TISSUE, LEG, L",
EASO,,,2107-02-116,MURRAY,5/4/2002,7/3/2002,ORPHANED/FFN,RELEASED,UNINJURED,
TUVU,,,2108-02-117,CONE,5/4/2002,5/4/2002,S HBC,EUTHANIZED,"FX - HUMERUS, OLD",
BDOW,,,2109-02-118,SCOTT,5/5/2002,5/8/2002,ORPHANED/FFN,EUTHANIZED,"FX - RADIUS-ULNA, OLD",
GHOW,,,2110-02-119,NUSS,5/7/2002,5/9/2002,EMACIATION,DIED,TRAPPED - CARBON BLACK/EMACIATED,
RTHA,,,2111-02-120,WILLIAMS,5/8/2002,5/8/2002,ORPHANED/FFN,RELEASED,UNINJURED,
EASO,,,2112-02-121,SULLIVAN,5/10/2002,5/22/2002,S COLLISION,EUTHANIZED,"TRAUMA - OU-WING, L-FOOT, R",
BLVU,,,2113-02-122,DENSMORE,5/10/2002,7/20/2002,S HBC,DIED,"FX - HUMERUS, L",
RTHA,,,2114-02-123,SMITH [SCDNR],5/10/2002,5/10/2002,S COLLISION,EUTHANIZED,"FX - HUMERUS, R",
AMKE,,,2115-02-124,ARK VET,5/11/2002,7/8/2002,ORPHANED,ESCAPED,UNINJURED,
TUVU,,,2116-02-125,HUGHES,5/11/2002,5/27/2002,HBC,DIED,TRAUMA - HEAD,
EASO,,,2117-02-126,MURRAY,5/13/2002,7/7/2002,ORPHANED,DIED,TRAUMA - HEAD,
RSHA,,,2118-02-127,RIVERBANKS ZOO,5/15/2002,9/13/2002,TRANSFER IN/ORPHANED,RELEASED,UNINJURED,
EASO,,,2119-02-128,RIVERBANKS ZOO,5/15/2002,7/19/2002,TRANSFER IN/ORPHANED,RELEASED,UNINJURED,
GHOW,,,2120-02-129,MISIAK,5/17/2002,5/17/2002,HBC,EUTHANIZED,"FX - HUMERUS, R/TRAUMA - OU",
RTHA,,,2121-02-130,JOHNSON,5/17/2002,5/17/2002,ORPHANED/FFN,RELEASED,UNINJURED,
GHOW,,,2122-02-131,WILSON,5/17/2002,5/22/2002,ORPHANED/EMACIATION,DIED,EMACIATED,
RSHA,,,2123-02-132,GILLIAN/RBZ,5/17/2002,9/26/2002,TRANSFER IN/ORPHANED,RELEASED,UNINJURED,
EASO,,,2124-02-133,RIVERBANKS ZOO,5/17/2002,6/20/2002,TRANSFER IN/ORPHANED,RELEASED,UNINJURED,
EASO,,,2125-02-134,RIVERBANKS ZOO,5/17/2002,6/20/2002,TRANSFER IN/ORPHANED,RELEASED,UNINJURED,
EASO,,,2126-02-135,BANTES,5/17/2002,8/7/2002,S COLLISION,RELEASED,TRAUMA - OU-TISSUE,
RTHA,,,2127-02-136,MATHIS,5/18/2002,7/8/2002,S COLLISION,DIED,TRAUMA - CROP/EMACIATED,
RTHA,,,2128-02-137,CHEETUM ANIMAL HOSP.,5/21/2002,7/1/2002,ORPHANED,RELEASED,UNINJURED,
BAEA,,,2129-02-138,"GALL, DVM",5/21/2002,11/2/2002,TRANSFER IN,RELEASED,"FX - TIBIOTARSUS, L",
RTHA,,,2130-02-139,KLEIN,5/21/2002,5/22/2002,S COLLISION,EUTHANIZED,TRAUMA - OS,
MIKI,,,2131-02-140,,5/22/2002,8/14/2002,S COLLISION,RELEASED,TRAUMA - TISSUE,
EASO,,,2132-02-141,TWIG,5/23/2002,5/23/2002,ORPHANED/EMACIATION,DIED,EMACIATED,
BAEA,,,2133-02-142,BOWERMAN[SCNDR],5/23/2002,7/25/2002,ORPHANED/EMACIATION,RELEASED,EMACIATED,
RTHA,,,2134-02-143,QUATTLEBAUM,5/24/2002,5/25/2002,INFECTION,DIED,INFECTION - FEET/EMACIATED,
RTHA,,,2135-02-144,SHARP,5/24/2002,11/17/2002,GUNSHOT,RELEASED,"FX - WRIST, R/EMACIATED",
BDOW,,,2136-02-145,"PARKER, DVM",5/25/2002,5/26/2002,S COLLISION,EUTHANIZED,"FX - HUMERUS, R",
RTHA,,,2137-02-146,RIVERBANKS ZOO,5/27/2002,7/1/2002,TRANSFER IN/ORPHANED,RELEASED,UNINJURED,
EASO,,,2138-02-147,RIVERBANKS ZOO,5/27/2002,7/19/2002,TRANSFER IN/ORPHANED,RELEASED,UNINJURED,
BWHA,,,2139-02-148,RIVERBANKS ZOO,5/27/2002,7/6/2002,TRANSFER IN/S COLLISION,RELEASED,TRAUMA - HEAD,
BAEA,,,2140-02-149,PETERSON,5/28/2002,7/26/2002,EMACIATION,RELEASED,EMACIATED,
RSHA,,,2141-02-150,BLASEY,5/28/2002,10/3/2002,ORPHANED/EMACIATION,EUTHANIZED,EMACIATED,
BAEA,,,2142-02-151,HARKINS [SCNDR],5/30/2002,8/23/2002,S COLLISION,RELEASED,TRAUMA - OU/EMACIATED,
RSHA,,,2143-02-152,"MOYER, GLORIA",6/1/2002,6/2/2002,EMACIATION,DIED,TRAUMA - TISSUE/EMACIATED,
COHA,,,2144-02-153,RAUCSH,6/4/2002,6/24/2002,HBC,DIED,TRAUMA - NEUROLOGICAL,
EASO,,,2145-02-154,BLACK,6/5/2002,6/5/2002,S HBC,DIED,TRAUMA - HEAD,
RSHA,,,2146-02-155,,6/6/2002,9/13/2002,SPP CONFLICT,RELEASED,TRAUMA - TISSUE,
RTHA,,,2147-02-156,SIEBER,6/6/2002,6/6/2002,S COLLISION,EUTHANIZED,"FX - HUMERUS, L/EMACIATED",
EASO,,,2148-02-157,LEHN,6/7/2002,6/9/2002,UNKNOWN,EUTHANIZED,TRAUMA - FEET,
TUVU,,,2149-02-158,BOGART,6/9/2002,6/9/2002,GUNSHOT,EUTHANIZED,FX - MULTIPLE,
RTHA,,,2150-02-159,DOOLEY,6/10/2002,10/18/2002,EMACIATION,RELEASED,EMACIATED,
RTHA,,,2151-02-160,REID,6/11/2002,7/2/2002,S COLLISION,EUTHANIZED,"FX - CLAVICLE, R",
BDOW,,,2152-02-161,AVANT,6/15/2002,1/28/2003,S HBC,RELEASED,TRAUMA - OU,
RSHA,,,2153-02-162,HOOKER,6/18/2002,6/20/2002,S COLLISION,DIED,TRAUMA - OD,
GHOW,,,2154-02-163,"BROWN, DVM",6/18/2002,6/19/2002,EMACIATION,DIED,FX,
OSPR,,,2155-02-164,BURN,6/18/2002,10/10/2002,TRAPPED/ENTANGLED,RELEASED,TRAUMA - TISSUE,
GHOW,,,2156-02-165,STOKES[SCDNR],6/20/2002,6/20/2002,TRAPPED/ENTANGLED,EUTHANIZED,FX - MULTIPLE,
OSPR,,,2157-02-166,WHITE[SCDNR],6/24/2002,8/1/2002,ORPHANED,RELEASED,UNINJURED,
OSPR,,,2158-02-167,SCNDR,6/24/2002,6/25/2002,ORPHANED,EUTHANIZED,FX - METACARPALS,
BLVU,,,2159-02-168,SCDNR,6/24/2002,6/27/2002,GUNSHOT,DIED,TRAUMA - INTERNAL,
OSPR,,,2160-02-169,SCE&G,6/25/2002,7/7/2002,ORPHANED/FFN,DIED,"FX - CLAVICLE, R",
EASO,,,2161-02-170,,6/26/2002,6/26/2002,S COLLISION,DIED,TRAUMA - OU-HEAD,
STKI,,,2162-02-171,SCDNR,6/26/2002,6/28/2002,GUNSHOT,EUTHANIZED,"FX - ULNA, R",
RTHA,,,2163-02-172,LEWIS,6/27/2002,6/28/2002,EMACIATION,EUTHANIZED,TRAUMA - OU,
OSPR,,,2164-02-173,SWAIN,6/28/2002,6/28/2002,ORPHANED,EUTHANIZED,"FX - HUMERUS, R",
OSPR,,,2165-02-174,WILMOT,6/30/2002,7/28/2002,ORPHANED,RELEASED,UNINJURED,
OSPR,,,2166-02-175,COASTAL VC,7/2/2002,9/6/2002,COLLISION,RELEASED,FX - KEEL,
RTHA,,,2167-02-177,TAYLOR,7/3/2002,7/3/2002,EMACIATION,DIED,EMACIATED,
EASO,,,2168-02-177,MYRTLE BEACH E CLINIC,7/4/2002,7/5/2002,S COLLISION,EUTHANIZED,TRAUMA - OU,
EASO,,,2169-02-178,SASS,7/7/2002,7/12/2002,S HBC,DIED,TRAUMA - OU-HEAD,
EASO,,,2170-02-179,MORTON,7/8/2002,8/19/2002,S HBC,RELEASED,TRAUMA - OU-HEAD,
TUVU,,,2171-02-180,MITCHELL,7/8/2002,7/8/2002,S COLLISION,EUTHANIZED,FX - RADIUS-ULNA,
RTHA,,,2172-02-181,CHANDLER,7/8/2002,9/17/2002,S COLLISION,EUTHANIZED,"FX - RADIUS-ULNA, R",
RTHA,,,2173-02-182,MCCANTS,7/9/2002,2/20/2003,S COLLISION,RELEASED,TRAUMA - OU,
OSPR,,,2174-02-183,HARGROVE,7/9/2002,9/1/2002,ORPHANED,RELEASED,UNINJURED,
BDOW,,,2175-02-184,FAIRMAN,7/10/2002,8/25/2002,HBC,EUTHANIZED,"FX - HUMERAL CONDYLE-HIP, R/TRAUMA - OU",
EASO,,,2176-02-185,,7/10/2002,9/20/2002,S HBC,RELEASED,"FX - ULNA, R-CORACOID, L/TRAUMA - OD",
GHOW,,,2177-02-186,SCDNR,7/10/2002,7/10/2002,HBC,EUTHANIZED,"FX - HUMERUS, L",
OSPR,,,2178-02-187,,7/11/2002,7/12/2002,EMACIATION,DIED,EMACIATED,
RSHA,,,2179-02-188,BALLOW,7/12/2002,7/12/2002,EMACIATION,EUTHANIZED,TRAUMA - OS/EMACIATED,
BDOW,,,2180-02-189,ACKERMAN,7/12/2002,12/14/2002,S HBC,RELEASED,TRAUMA - OU,
BDOW,,,2181-02-190,MAGUIRE,7/12/2002,7/12/2002,S HBC,EUTHANIZED,"FX - HUMERUS, R",
OSPR,,,2182-02-191,TERRELL,7/12/2002,8/3/2002,ELECTRIC SHOCK,DIED,TRAUMA - TISSUE,
GHOW,,,2183-02-192,"GUILLEAUX, DVM",7/12/2002,7/14/2002,EMACIATION,DIED,EMACIATED,
OSPR,,,2184-02-193,"GUILLEAUX, DVM",7/12/2002,8/22/2002,EMACIATION,RELEASED,EMACIATED,
OSPR,,,2185-02-194,PEARSON,7/13/2002,10/5/2002,GUNSHOT,EUTHANIZED,"FX - ULNA, R",
COHA,,,2186-02-195,"GUILLEAUX, DVM",7/14/2002,7/22/2002,S COLLISION,DIED,TRAUMA - SPINAL,
GHOW,,,2187-02-196,DALLAS,7/15/2002,7/19/2002,EMACIATION,DIED,EMACIATED,
TUVU,,,2188-02-197,SMITH,7/16/2002,7/26/2002,S COLLISION,EUTHANIZED,"FX - HUMERUS, L",
MIKI,,,2189-02-198,THORNHILL,7/18/2002,8/27/2002,ORPHANED/EMACIATION,RELEASED,EMACIATED,
GHOW,,,2190-02-199,JENNINGS,7/23/2002,7/23/2002,HBC,EUTHANIZED,"FX - HUMERUS, R",
RTHA,,,2191-02-200,RIVERBANKS ZOO,7/25/2002,10/6/2002,TRANSFER IN/EMACIATION,RELEASED,EMACIATED,
BDOW,,,2192-02-201,BARBER,7/25/2002,7/26/2002,EMACIATION,DIED,TRAUMA - OU/EMACIATED,
OSPR,,,2193-02-202,MAZYZK,7/26/2002,7/26/2002,S COLLISION,DIED,"FX - HUMERUS, L",
EASO,,,2194-02-203,MURAD,7/28/2002,10/2/2002,S COLLISION,RELEASED,TRAUMA - OS,
BDOW,,,2195-02-204,ELDRIDGE,7/28/2002,7/31/2002,S COLLISION,EUTHANIZED,"FX - RADIUS-ULNA, R",
RSHA,,,2196-02-205,ARK VET,7/30/2002,9/6/2002,COLLISION/ENTANGLED,DIED,TRAUMA - OU-HEAD,
RSHA,,,2197-02-206,LIVINGSTON,7/31/2002,7/20/2003,EMACIATION,DIED,EMACIATED,
TUVU,,,2198-02-207,HAMMER,7/31/2002,8/3/2002,S HBC,DIED,"FX - ULNA, L/EMACIATED",
TUVU,,,2199-02-208,MONDAY,8/1/2002,8/1/2002,S COLLISION,EUTHANIZED,"FX - HUMERUS, R, OLD",
MIKI,,,2200-02-209,HOOKER,8/3/2002,10/26/2002,S COLLISION,DIED,"FX - ULNA, L/EMACIATED",
TUVU,,,2201-02-210,BOYKIN,8/5/2002,8/7/2002,COLLISION,DIED,TRAUMA - INTERNAL,
EASO,,,2202-02-211,BOGART,8/5/2002,8/10/2002,S COLLISION,DIED,TRAUMA - HEAD/EMACIATED,
RSHA,,,2203-02-212,"PARKER, DVM",8/6/2002,8/8/2002,S COLLISION,EUTHANIZED,"FX - TIBIOTARSUS, L/TRAUMA - OD",
MIKI,,,2204-02-213,,8/8/2002,8/8/2002,EMACIATION,DIED,"FX - CARPUS, R/EMACIATED",
BDOW,,,2205-02-214,BATISTE,8/8/2002,8/8/2002,S COLLISION,EUTHANIZED,"FX - ULNA-TIBIOTARSUS, L-HUMERUS, R",
COHA,,,2206-02-215,MARIE,8/8/2002,8/9/2002,S COLLISION,DIED,"FX - HUMERUS, R/EMACIATED",
BDOW,,,2207-02-216,PEARSON,8/10/2002,8/10/2002,S COLLISION,EUTHANIZED,FX - MULTIPLE,
BDOW,,,2208-02-217,CYANOWSKI,8/11/2002,10/27/2002,S COLLISION,EUTHANIZED,"FX - HUMERUS, L",
RTHA,,,2209-02-218,NELSON,8/12/2002,11/19/2002,EMACIATION,RELEASED,EMACIATED,
MIKI,,,2210-02-219,CHAPMAN,8/12/2002,8/13/2002,S COLLISION,EUTHANIZED,"FX - HUMERUS, R",
MIKI,,,2211-02-220,TRIMMIER,8/12/2002,7/1/2003,S COLLISION,RELEASED,"FX - METACARPALS, R",
RTHA,,,2212-02-221,WASHINGTON,8/13/2002,2/15/2003,GUNSHOT,RELEASED,"FX - ULNA-TIBIOTARSUS, R",
OSPR,,,2213-02-222,NEWMAN,8/13/2002,8/13/2002,S COLLISION,EUTHANIZED,FX - METACARPALS,
BLVU,,,2214-02-223,RIVERBANKS ZOO,8/15/2002,9/23/2002,TRANSFER IN/ORPHANED,TRANSFERRED OUT,IMPRINTED,
EASO,,,2215-02-224,BOLTON,8/17/2002,9/20/2002,HBC,RELEASED,TRAUMA - HEAD,
RTHA,,,2216-02-225,HORRY CO. SPCA,8/19/2002,8/20/2002,EMACIATION,DIED,EMACIATED,
RTHA,,,2217-02-226,WHALER,8/19/2002,8/19/2002,S COLLISION,DIED,"FX - HUMERUS, L",
AMKE,,,2218-02-227,POSTON,8/20/2002,8/20/2002,S COLLISION,EUTHANIZED,"FX - RADIUS, L/EMACIATED",
TUVU,,,2219-02-228,N.CHAS.SPCA,8/20/2002,10/11/2002,S COLLISION,RELEASED,"FX - CORACOID, R",
BDOW,,,2220-02-229,CLAYTON,8/20/2002,8/21/2002,GUNSHOT,EUTHANIZED,"FX - RADIUS-ULNA, L",
BWHA,,,2221-02-230,"HAWKINS, DVM",8/21/2002,8/22/2002,S COLLISION,EUTHANIZED,TRAUMA - OU-CROP,
BNOW,,,2222-02-231,JACKSON,8/22/2002,11/11/2002,HBC,DIED,"FX - HUMERUS, R",
EASO,,,2223-02-232,SCDNR,8/23/2002,8/25/2002,EMACIATION,DIED,EMACIATED/TRAUMA,
BDOW,,,2224-02-233,SMOAKS,8/26/2002,3/10/2003,HBC,RELEASED,"FX - RADIUS-ULNA, L",
RTHA,,,2225-02-234,MATTHEWS,8/26/2002,8/28/2002,UNKNOWN,DIED,,
OSPR,,,2226-02-235,"GUILLEAUX, DVM",8/27/2002,8/28/2002,EMACIATION,DIED,EMACIATED,
RTHA,,,2227-02-236,ELDRIDGE,9/2/2002,9/6/2002,EMACIATION,DIED,EMACIATED,
TUVU,,,2228-02-237,LASSEIGNE,9/2/2002,9/2/2002,S COLLISION,EUTHANIZED,"FX - HUMERUS, L, OLD/EMACIATED",
RTHA,,,2229-02-238,DIXON,9/4/2002,9/4/2002,GUNSHOT,EUTHANIZED,"FX - HUMERUS, R/TRAUMA - OD/EMACIATED",
BDOW,,,2230-02-239,MCLEOD,9/4/2002,9/5/2002,S COLLISION,EUTHANIZED,"FX - POLLEX, L",
BDOW,,,2231-02-240,BARTUS,9/8/2002,9/13/2002,S COLLISION,DIED,"FX - RADIUS-ULNA, L/EMACIATED",
TUVU,,,2232-02-241,BILBY,9/8/2002,9/9/2002,S COLLISION,EUTHANIZED,"FX - HUMERUS, L-ULNA, R",
MIKI,,,2233-02-242,MPEVC,9/10/2002,5/27/2003,S COLLISION,DIED,TRAUMA - FEATHER,
BDOW,,,2234-02-243,LILLY,9/14/2002,9/15/2002,INFECTION,EUTHANIZED,TRICHOMONIASIS,
BWHA,,,2235-02-244,MPEVH,9/15/2002,11/6/2002,S HBC,RELEASED,TRAUMA - OU,
RTHA,,,2236-02-245,THOMAS,9/18/2002,6/14/2003,EMACIATION,RELEASED,EMACIATED,
TUVU,,,2237-02-246,AMMERMAN,9/19/2002,9/19/2002,S COLLISION,EUTHANIZED,FX - MULTIPLE/EMACIATED,
COHA,,,2238-02-247,PARKER,9/19/2002,10/9/2002,S COLLISION,RELEASED,TRAUMA - OU,
COHA,,,2239-02-248,,9/20/2002,9/20/2002,COLLISION,DIED,TRAUMA - INTERNAL,
RTHA,,,2240-02-249,RIVERBANKS ZOO,9/23/2002,1/17/2003,TRANSFER IN,RELEASED,TRAUMA - FEATHER,
RTHA,,,2241-02-250,RIVERBANKS ZOO,9/23/2002,1/25/2003,TRANSFER IN,RELEASED,,
EASO,,,2242-02-251,RIVERBANKS ZOO,9/23/2002,11/30/2002,TRANSFER IN,EUTHANIZED,TRAUMA - OU-WING,
TUVU,,,2243-02-252,RIVERBANKS ZOO,9/23/2002,10/11/2002,TRANSFER IN/GUNSHOT,RELEASED,"FX - ULNA, L",
RTHA,,,2244-02-253,CAPP,9/23/2002,9/24/2002,ELECTRIC SHOCK,EUTHANIZED,"TRAUMA - TISSUE, ELECTRICAL",
OSPR,,,2245-02-254,RIVERBANKS ZOO,9/26/2002,11/15/2002,TRANSFER IN,RELEASED,TRAUMA - TISSUE,
OSPR,,,2246-02-255,ABRAMS,9/27/2002,9/27/2002,S COLLISION,EUTHANIZED,"FX - RADIUS-ULNA, R",
EASO,,,2247-02-256,MPEVH,9/28/2002,11/23/2002,S COLLISION,RELEASED,TRAUMA - OU,
BDOW,,,2248-02-257,VARNER,9/29/2002,9/22/2003,HBC,RELEASED,"FX - HUMERUS, L",
RSHA,,,2249-02-258,SCDNR,10/5/2002,2/19/2003,HBC,EUTHANIZED,"FX - ULNA, R",
TUVU,,,2250-02-259,O'HARE,10/5/2002,10/5/2002,S COLLISION,EUTHANIZED,"FX - WRIST-METACARPALS, R",
TUVU,,,2251-02-260,HULL,10/7/2002,10/7/2002,S HBC,EUTHANIZED,"FX - RADIUS-ULNA, B",
TUVU,,,2252-02-261,,10/9/2002,10/11/2002,S COLLISION,DIED,TRAUMA - INTERNAL-AIR SACS,
OSPR,,,2253-02-262,ARK,10/9/2002,10/9/2002,S COLLISION,EUTHANIZED,"FX - WING, R/TRAUMA - TISSUE",
GHOW,,,2254-02-263,RIVERBANKS ZOO,10/9/2002,12/31/2002,TRANSFER IN/ENTANGLED,RELEASED,TRAUMA - HEAD,
EASO,,,2255-02-264,DORC. CO AN. CONTROL,10/10/2002,11/23/2002,S HBC,RELEASED,TRAUMA - OU-HEAD,
RSHA,,,2256-02-265,KRAUSSMAN,10/10/2002,10/16/2002,TRAPPED/ENTANGLED,DIED,TRAPPED - TAR,
RTHA,,,2257-02-266,O'NEIL,10/12/2002,10/12/2002,UNKNOWN,EUTHANIZED,TRAUMA - TISSUE-FEATHER,
BDOW,,,2258-02-267,RODGERS,10/13/2002,10/13/2002,INFECTION,EUTHANIZED,TRICHOMONIASIS,
RTHA,,,2259-02-268,KINARD,10/14/2002,10/14/2002,ELECTRIC SHOCK,EUTHANIZED,"TRAUMA - TISSUE, ELECTRICAL",
COHA,,,2260-02-269,CAGLE,10/15/2002,10/22/2002,COLLISION,DIED,TRAUMA - OU-NEUROLOGICAL,
OSPR,,,2261-02-270,GOBEL,10/16/2002,11/7/2002,TRAPPED/ENTANGLED,RELEASED,TRAPPED - MUD/OIL,
BLVU,,,2262-02-271,CRABTREE,10/16/2002,10/17/2002,EMACIATION,EUTHANIZED,"FX - HUMERUS, R, OLD/EMACIATED",
BDOW,,,2263-02-272,KINSEY,10/17/2002,10/17/2002,INFECTION,EUTHANIZED,TRICHOMONIASIS,
RTHA,,,2264-02-273,CHAS. CO. AC,10/18/2002,10/21/2002,EMACIATION,DIED,TRAUMA - TISSUE-INTERNAL/EMACIATED,
RSHA,,,2265-02-274,JOHNSON,10/19/2002,10/31/2002,INFECTION,EUTHANIZED,"INFECTION, L HOCK",
OSPR,,,2266-02-275,GRAND STRAND HUMANE SOC.,10/21/2002,10/25/2002,HBC/ENTANGLED,EUTHANIZED,TRAUMA - OS-HEAD,
RSHA,,,2267-02-276,,10/22/2002,12/21/2002,UNKNOWN,RELEASED,,
EASO,,,2268-02-277,,10/23/2002,10/25/2002,S HBC,DIED,TRAUMA - OU-HEAD,
EASO,,,2269-02-278,,10/23/2002,12/21/2002,S HBC,RELEASED,TRAUMA - OS-HEAD,
PEFA,,,2270-02-279,,10/23/2002,10/25/2002,S COLLISION,EUTHANIZED,"TRAUMA - OD/FX - FEMUR, R",
EASO,,,2271-02-280,PROFFITT,10/25/2002,12/17/2002,S HBC,EUTHANIZED,TRAUMA - OU,
RTHA,,,2272-02-281,,10/25/2002,3/24/2003,EMACIATION,RELEASED,TRAUMA - OD/EMACIATED,
AMKE,,,2273-02-282,PRINGLE,10/26/2002,10/29/2002,S TRAPPED/ENTANGLED,DIED,,
EASO,,,2274-02-283,RIVERBANKS ZOO,10/26/2002,12/21/2002,TRANSFER IN,RELEASED,TRAUMA - TISSUE,
RTHA,,,2275-02-284,,10/27/2002,10/29/2002,GUNSHOT,EUTHANIZED,"FX - FEMUR, R/EMACIATED",
RTHA,,,2276-02-285,WRIGHT[SCNDR],10/28/2002,10/28/2002,UNKNOWN,EUTHANIZED,"FX - HOCK, R",
EASO,,,2277-02-286,RAMZIE,10/28/2002,12/31/2002,S HBC,RELEASED,TRAUMA - OU,
BDOW,,,2278-02-287,ELLIOTT,11/3/2002,11/3/2002,S HBC,EUTHANIZED,,
RTHA,,,2279-02-288,BOGART,11/3/2002,1/27/2003,S HBC,RELEASED,TRAUMA - OD,
COHA,,,2280-02-289,MITCHELL,11/4/2002,11/5/2002,COLLISION,DIED,TRAUMA - INTERNAL,
RTHA,,,2281-02-290,BRUCE,11/5/2002,3/8/2003,S HBC,RELEASED,TRAUMA - TISSUE/FX - ULNA,
EASO,,,2282-02-291,DINGLE,11/5/2002,11/6/2002,S HBC,EUTHANIZED,TRAUMA - OU-HEAD,
BAEA,,,2283-02-292,SCOTT,11/7/2002,11/7/2002,GUNSHOT,EUTHANIZED,"FX - WING, L, AMPUTATION",
COHA,,,2284-02-293,WOODWARD,11/7/2002,12/26/2002,S COLLISION,EUTHANIZED,"FX - HUMERUS, R",
OSPR,,,2285-02-294,BEATON,11/8/2002,11/20/2002,S COLLISION,DIED,"FX - CORACOID, L-RADIUS, R",
COHA,,,2286-02-295,ALBRIGHT,11/8/2002,1/10/2004,S HBC,RELEASED,TRAUMA - BEAK,
EASO,,,2287-02-296,PRAYLOW,11/9/2002,12/21/2002,S HBC,RELEASED,TRAUMA - OU-HEAD,
EASO,,,2288-02-297,WILLIAMS,11/9/2002,1/30/2003,S HBC,RELEASED,TRAUMA - OU-HEAD-TISSUE,
EASO,,,2289-02-298,,11/10/2002,3/10/2003,S COLLISION,RELEASED,TRAUMA - OU-HEAD,
BDOW,,,2290-02-299,CAMPBELL VET CLINIC,11/11/2002,1/25/2003,HBC,RELEASED,TRAUMA - OU-HEAD,
EASO,,,2291-02-300,,11/12/2002,12/21/2002,S HBC,RELEASED,TRAUMA - OU-HEAD,
BDOW,,,2292-02-301,RIVERBANKS ZOO,11/13/2002,1/25/2003,TRANSFER IN,RELEASED,TRAUMA - HEAD/EMACIATED,
RTHA,,,2293-02-302,RIVERBANKS ZOO,11/13/2002,2/11/2003,TRANSFER IN,DIED,TRAUMA - HEAD,
GHOW,,,2294-02-303,RIVERBANKS ZOO,11/13/2002,1/25/2003,TRANSFER IN/TRAPPED,RELEASED,TRAUMA - HEAD,
RTHA,,,2295-02-304,MB AN. CONTROL,11/16/2002,3/8/2003,S COLLISION,RELEASED,"TRAUMA - TISSUE, CROP",
COHA,,,2296-02-305,BOATNER,11/18/2002,12/14/2002,COLLISION,RELEASED,TRAUMA - HEAD,
BLVU,,,2297-02-306,GREEN,11/18/2002,12/2/2002,S HBC,DIED,"TRAUMA - WRIST, BILATERAL",
SSHA,,,2298-02-307,CLEVELAND,11/18/2002,11/18/2002,S COLLISION,EUTHANIZED,"FX - HUMERUS-RADIUS, R",
BDOW,,,2299-02-308,ARK VET,11/19/2002,11/20/2002,HBC,EUTHANIZED,"FX - RADIUS-ULNA, R/TRAUMA - OU",
EASO,,,2300-02-309,,11/21/2002,4/19/2003,S HBC,RELEASED,TRAUMA - OU-HEAD,
EASO,,,2301-02-310,,11/21/2002,1/29/2003,S HBC,RELEASED,TRAUMA - OU-HEAD,
BLVU,,,2302-02-311,MPAC,11/22/2002,11/24/2002,GUNSHOT,DIED,"FX - RADIUS-ULNA, R",
BDOW,,,2303-02-312,ARK VET,11/22/2002,1/25/2003,S HBC,RELEASED,TRAUMA - OU-HEAD,
RTHA,,,2304-02-313,BARNADOE,11/23/2002,12/5/2002,S HBC,EUTHANIZED,"FX - ULNA, L/TRAUMA - OU",
RTHA,,,2305-02-314,BAIR,11/23/2002,11/24/2002,S HBC,EUTHANIZED,"FX - RADIUS-ULNA, L",
BAEA,,,2306-02-315,LOWDER,11/24/2002,11/28/2002,INFECTION,DIED,INFECTION - WNV,
RTHA,,,2307-02-316,WILLIAMS,11/25/2002,6/18/2003,S COLLISION,EUTHANIZED,TRAUMA - OS-FOOT/EMACIATED,
RSHA,,,2308-02-317,DUNCAN,11/26/2002,11/26/2002,S TRAPPED/ENTANGLED,EUTHANIZED,,
RTHA,,,2309-02-318,JUDY,11/26/2002,11/26/2002,TRAPPED/ENTANGLED,EUTHANIZED,"FX - RADIUS-ULNA, R/EMACIATED",
EASO,,,2310-02-319,LAWSON,11/27/2002,1/8/2003,S COLLISION,EUTHANIZED,,
EASO,,,2311-02-320,,11/27/2002,4/19/2003,S COLLISION,RELEASED,"FX - FEMUR, R",
COHA,,,2312-02-321,GRAND STRAND HUMANE SOC.,11/27/2002,12/14/2002,COLLISION,RELEASED,TRAUMA - HEAD,
RTHA,,,2313-02-322,MADDOX,11/27/2002,3/13/2003,S COLLISION,RELEASED,"FX - RADIUS-ULNA, R",
BDOW,,,2314-02-323,,11/27/2002,1/25/2003,S COLLISION,RELEASED,TRAUMA - OU,
SSHA,,,2315-02-324,SIMMONS,11/30/2002,12/2/2002,S HBC,DIED,TRAUMA - OU,
COHA,,,2316-02-325,MASON,12/1/2002,12/2/2002,EMACIATION,DIED,EMACIATED,
EASO,,,2317-02-326,MCDONGAL,12/2/2002,1/30/2003,HBC,RELEASED,TRAUMA - OS,
COHA,,,2318-02-327,CAVANAUGH,12/2/2002,12/5/2002,COLLISION,DIED,TRAUMA - INTERNAL-NEUROLOGICAL,
RTHA,,,2319-02-328,NUSS,12/5/2002,6/14/2003,S HBC,RELEASED,"FX - RADIUS-ULNA, R",
